# stimuli/sv/parse_cost_sample.tsv — the PINNED parse-cost sample
#
# ENGINE-UNIVERSAL-SERVICES.20 acceptance (d). Two tab-separated fields:
#   tier \t repo-root-relative path
#
# Derived deterministically from a full-corpus entry census — re-derive with:
#   python3 stimuli/sv/corpus_parse_cost.py --census --outdir <dir>
#   python3 stimuli/sv/corpus_parse_cost.py --select \
#       --census-tsv <dir>/census.tsv --out stimuli/sv/parse_cost_sample.tsv
#
# tiers: hot=40 (heaviest by entries) lr=40 (heaviest by
# guarded-admission entries) breadth=120 REQUESTED / 112 REALIZED.
# ⚠️ breadth is a REQUEST: it is spent as an equal per-sub-corpus quota, so the
# file holds 14 * (120 // 14) = 112 rows. 40+40+120 is not this file's length.
#
# ⛔ PINNED, not re-derived per run. A sample that re-selects itself from the
# tree it is measuring can shed the file that regressed and report an
# improvement. Re-derivation is a deliberate, reviewed act.
#
# ⛔⛔ DECLARED PROVENANCE — THIS SAMPLE'S `lr` TIER WAS RANKED BY THE PRE-`.21`
# CLASSIFIER, which saw 97 of the parser's 127 LR rule names and missed 75.1 %
# of the family's entries. `ENGINE-UNIVERSAL-SERVICES.21` acceptance (b)
# re-derived the sample under the CORRECTED classifier and DECLINED to adopt it,
# on a measurement rather than a preference:
#
#   hot      0 of 40 rows change   (the tier carrying the bulk of the entries)
#   lr       5 of 40 rows change
#   breadth 19 of 112 change       (a consequence: breadth fills what hot+lr leave)
#   => the ratchet's binding baseline would move +0.40 %, and coverage of the
#      LR-elimination family — the mechanism the tier exists for — would improve
#      by +0.45 %. A one-time reset of every historical comparison buys 0.45 %.
#
# ⭐ A classifier wrong about 75.1 % of the family's ENTRIES changed the sample it
# ranks by under half a percent: a ranking is far more robust to a systematic
# undercount than a share is. The correction was still necessary — the published
# SHARE was wrong by 4x — but the SELECTION it fed barely moved.
#
# Re-derive and re-adjudicate (2 censuses ~110 s, then the comparison):
#   python3 stimuli/sv/corpus_parse_cost.py --census --outdir <dirA>
#   python3 stimuli/sv/corpus_parse_cost.py --census --outdir <dirB>
#   python3 docs/tasks/artifacts/engine_universal_services/sample_rederivation/\
#       compare_sample.py --census-a <dirA>/census.tsv --census-b <dirB>/census.tsv
hot	stimuli/sv/subs/Surelog/tests/BlackBePipeInt/dut.sv
hot	stimuli/sv/subs/iverilog/ivtest/ivltests/br_gh330.v
hot	stimuli/sv/subs/iverilog/ivtest/ivltests/comp1000.v
hot	stimuli/sv/subs/iverilog/ivtest/ivltests/comp1001.v
hot	stimuli/sv/subs/opentitan/hw/ip/adc_ctrl/rtl/adc_ctrl_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/bkdr_loader/rtl/bkdr_loader_regs_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/dma/rtl/dma_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/entropy_src/rtl/entropy_src_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/hmac/rtl/hmac_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/i2c/rtl/i2c_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/keymgr/rtl/keymgr_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/keymgr_dpe/rtl/keymgr_dpe_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/kmac/rtl/kmac_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_secded_pkg.sv
hot	stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_core_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/rv_dm/rtl/rv_dm_mem_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/spi_device/rtl/spi_device_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/ip/usbdev/rtl/usbdev_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/ac_range_check/rtl/ac_range_check_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_core_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_reg_pkg.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/rv_core_ibex/rtl/rv_core_ibex_cfg_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/rv_plic/rtl/rv_plic_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_darjeeling/rtl/autogen/top_darjeeling.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/alert_handler/rtl/alert_handler_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_core_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/pinmux/rtl/pinmux_reg_pkg.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/pinmux/rtl/pinmux_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/rv_plic/rtl/rv_plic_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_earlgrey/rtl/autogen/top_earlgrey.sv
hot	stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_core_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/pinmux/rtl/pinmux_reg_pkg.sv
hot	stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/pinmux/rtl/pinmux_reg_top.sv
hot	stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/rv_plic/rtl/rv_plic_reg_top.sv
hot	stimuli/sv/subs/verilator/test_regress/t/t_case_write1_tasks.v
hot	stimuli/sv/subs/verilator/test_regress/t/t_math_synmul_mul.v
hot	stimuli/sv/subs/verilator/test_regress/t/t_math_wallace_mul.v
lr	stimuli/sv/subs/Cores-VeeR-EL2/testbench/axi4_mux/axi_crossbar_wr.v
lr	stimuli/sv/subs/Surelog/tests/BlackParrotConf/dut.sv
lr	stimuli/sv/subs/Surelog/tests/DecimalSize/dut.sv
lr	stimuli/sv/subs/iverilog/ivtest/ivltests/array_packed_write_read.v
lr	stimuli/sv/subs/iverilog/ivtest/ivltests/br884.v
lr	stimuli/sv/subs/iverilog/ivtest/ivltests/pr2835632b.v
lr	stimuli/sv/subs/iverilog/ivtest/ivltests/scanf4.v
lr	stimuli/sv/subs/iverilog/ivtest/ivltests/sv_literals.v
lr	stimuli/sv/subs/opentitan/hw/ip/aes/rtl/aes_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/ip/ascon/rtl/ascon_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/ip/csrng/rtl/csrng_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_regs_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_state_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/ip/rv_dm/rtl/rv_dm_reg_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip/ast/rtl/ast_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip/xbar_main/rtl/autogen/xbar_main.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_reg_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/gpio/rtl/gpio_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_reg_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/rv_core_ibex/rtl/rv_core_ibex_reg_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip/ast/rtl/ast_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip/sensor_ctrl/rtl/sensor_ctrl_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/alert_handler/rtl/alert_handler_reg_pkg.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/clkmgr/rtl/clkmgr_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_prim_reg_top.sv
lr	stimuli/sv/subs/opentitan/hw/top_earlgrey/ip_autogen/otp_ctrl/rtl/otp_ctrl_core_reg_top.sv
